Disease,Department,Severity,Risk_Level,Advice,Prevention,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,pelvic pain,back pain,frequent urination,chills,strong urine smell,cloudy urine,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,back pain,lower abdominal pain,pelvic pain,strong urine smell,fatigue,frequent urination,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,fatigue,blood in urine,burning urination,fever,lower abdominal pain,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,nausea,burning urination,chills,pelvic pain,fatigue,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,fever,nausea,burning urination,blood in urine,lower abdominal pain,chills,back pain,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,back pain,fatigue,chills,lower abdominal pain,pelvic pain,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,back pain,fatigue,cloudy urine,pelvic pain,frequent urination,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,cloudy urine,pelvic pain,fatigue,nausea,lower abdominal pain,chills,burning urination,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,lower abdominal pain,blood in urine,pelvic pain,fever,nausea,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,pelvic pain,strong urine smell,nausea,chills,frequent urination,blood in urine,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,back pain,strong urine smell,nausea,frequent urination,,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,blood in urine,fatigue,frequent urination,fever,pelvic pain,nausea,burning urination,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,cloudy urine,blood in urine,lower abdominal pain,fever,chills,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,lower abdominal pain,cloudy urine,frequent urination,chills,nausea,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,lower abdominal pain,back pain,burning urination,strong urine smell,chills,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,blood in urine,cloudy urine,strong urine smell,back pain,chills,fever,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,cloudy urine,strong urine smell,fever,back pain,,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,fever,chills,nausea,burning urination,fatigue,pelvic pain,frequent urination,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,burning urination,lower abdominal pain,fatigue,blood in urine,nausea,back pain,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,back pain,blood in urine,nausea,lower abdominal pain,,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,cloudy urine,frequent urination,fever,fatigue,pelvic pain,back pain,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,burning urination,pelvic pain,back pain,chills,,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,fever,back pain,cloudy urine,lower abdominal pain,chills,strong urine smell,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,cloudy urine,fever,burning urination,blood in urine,fatigue,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,blood in urine,burning urination,strong urine smell,fatigue,cloudy urine,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,lower abdominal pain,back pain,burning urination,fever,,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,fatigue,strong urine smell,burning urination,back pain,frequent urination,lower abdominal pain,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,burning urination,frequent urination,fever,chills,,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,frequent urination,fatigue,pelvic pain,chills,cloudy urine,nausea,lower abdominal pain,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,pelvic pain,fever,frequent urination,fatigue,,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,strong urine smell,nausea,cloudy urine,fever,frequent urination,pelvic pain,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,pelvic pain,frequent urination,back pain,chills,,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,strong urine smell,blood in urine,pelvic pain,fatigue,back pain,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,hiccups,heartburn,loss of appetite,nausea,stomach pain,burning sensation,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,vomiting,abdominal discomfort,indigestion,hiccups,stomach pain,fatigue,burning sensation,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,bloating,burning sensation,abdominal discomfort,nausea,,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,belching,bloating,fatigue,loss of appetite,,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,abdominal discomfort,loss of appetite,fatigue,hiccups,stomach pain,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,nausea,stomach pain,loss of appetite,indigestion,,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,heartburn,bloating,fatigue,stomach pain,belching,hiccups,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,fatigue,hiccups,nausea,indigestion,belching,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,burning sensation,loss of appetite,bloating,indigestion,belching,hiccups,stomach pain,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,heartburn,abdominal discomfort,loss of appetite,hiccups,fatigue,belching,vomiting,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,bloating,nausea,stomach pain,fatigue,hiccups,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,burning sensation,abdominal discomfort,hiccups,fatigue,nausea,loss of appetite,vomiting,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,burning sensation,stomach pain,nausea,abdominal discomfort,belching,fatigue,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,abdominal discomfort,stomach pain,bloating,loss of appetite,indigestion,fatigue,hiccups,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,fatigue,indigestion,belching,burning sensation,bloating,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,fatigue,vomiting,abdominal discomfort,indigestion,heartburn,bloating,loss of appetite,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,stomach pain,fatigue,nausea,belching,,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,abdominal discomfort,nausea,bloating,hiccups,indigestion,burning sensation,fatigue,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,stomach pain,belching,vomiting,fatigue,heartburn,burning sensation,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,bloating,abdominal discomfort,fatigue,burning sensation,hiccups,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,abdominal discomfort,indigestion,bloating,hiccups,stomach pain,belching,vomiting,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,stomach pain,belching,fatigue,hiccups,bloating,heartburn,loss of appetite,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,belching,hiccups,vomiting,abdominal discomfort,indigestion,nausea,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,vomiting,abdominal discomfort,indigestion,belching,,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,hiccups,fatigue,indigestion,abdominal discomfort,bloating,stomach pain,burning sensation,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,stomach pain,indigestion,fatigue,loss of appetite,burning sensation,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,stomach pain,nausea,abdominal discomfort,fatigue,,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,bloating,loss of appetite,burning sensation,vomiting,belching,stomach pain,abdominal discomfort,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,abdominal discomfort,vomiting,indigestion,bloating,heartburn,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,fatigue,hiccups,burning sensation,bloating,,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,abdominal discomfort,fatigue,burning sensation,belching,nausea,vomiting,stomach pain,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,belching,heartburn,burning sensation,abdominal discomfort,,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,hiccups,burning sensation,nausea,fatigue,bloating,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,fatigue,burning sensation,hiccups,indigestion,heartburn,vomiting,loss of appetite,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,loss of appetite,heartburn,indigestion,hiccups,abdominal discomfort,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,nausea,heartburn,burning sensation,belching,loss of appetite,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,hiccups,belching,vomiting,burning sensation,fatigue,loss of appetite,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,fatigue,indigestion,nausea,burning sensation,hiccups,abdominal discomfort,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,indigestion,belching,abdominal discomfort,heartburn,,,,,,,,
Gastritis,Gastroenterology,Medium,Medium,Avoid spicy food and take prescribed medication.,Eat balanced meals and avoid excessive alcohol.,heartburn,stomach pain,belching,bloating,fatigue,vomiting,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,vomiting,loss of appetite,chills,fever,nausea,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,nausea,loss of appetite,chills,abdominal pain,vomiting,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,fever,weakness,vomiting,fatigue,stomach cramps,headache,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,chills,loss of appetite,weakness,dehydration,fever,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,chills,loss of appetite,vomiting,dehydration,weakness,fever,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,weakness,vomiting,loss of appetite,nausea,fever,chills,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,fever,loss of appetite,fatigue,weakness,chills,dehydration,headache,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,nausea,stomach cramps,abdominal pain,diarrhea,headache,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,chills,weakness,diarrhea,dehydration,vomiting,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,nausea,weakness,chills,abdominal pain,loss of appetite,headache,stomach cramps,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,fatigue,stomach cramps,abdominal pain,vomiting,,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,fatigue,headache,vomiting,nausea,stomach cramps,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,diarrhea,fatigue,weakness,fever,abdominal pain,nausea,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,weakness,abdominal pain,dehydration,chills,,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,diarrhea,fatigue,fever,headache,loss of appetite,abdominal pain,dehydration,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,fever,headache,weakness,stomach cramps,vomiting,loss of appetite,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,stomach cramps,fever,headache,loss of appetite,vomiting,fatigue,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,dehydration,diarrhea,chills,nausea,weakness,vomiting,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,weakness,chills,stomach cramps,headache,vomiting,abdominal pain,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,fatigue,weakness,diarrhea,headache,abdominal pain,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,loss of appetite,diarrhea,fever,headache,,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,diarrhea,fever,weakness,dehydration,chills,fatigue,headache,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,vomiting,stomach cramps,fatigue,chills,diarrhea,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,vomiting,abdominal pain,nausea,weakness,,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,headache,fever,nausea,dehydration,,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,stomach cramps,loss of appetite,dehydration,headache,fatigue,vomiting,fever,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,weakness,vomiting,headache,diarrhea,,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,chills,diarrhea,fatigue,weakness,,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,nausea,loss of appetite,chills,diarrhea,,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,stomach cramps,dehydration,loss of appetite,vomiting,chills,diarrhea,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,abdominal pain,dehydration,weakness,nausea,chills,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,loss of appetite,chills,fatigue,vomiting,abdominal pain,weakness,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,vomiting,headache,loss of appetite,dehydration,,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,nausea,fever,fatigue,loss of appetite,,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,loss of appetite,weakness,abdominal pain,headache,chills,diarrhea,nausea,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,fever,diarrhea,abdominal pain,vomiting,stomach cramps,fatigue,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,nausea,loss of appetite,diarrhea,chills,,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,fever,headache,stomach cramps,fatigue,,,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,abdominal pain,loss of appetite,fever,diarrhea,nausea,stomach cramps,,,,,,
Food Poisoning,Gastroenterology,Medium,Medium,Drink ORS and consult a doctor if dehydration occurs.,Consume properly cooked and hygienic food.,fever,fatigue,stomach cramps,headache,,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,pain while walking,back pain,redness,joint swelling,warm joints,fatigue,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,fatigue,joint swelling,joint pain,warm joints,reduced movement,difficulty climbing stairs,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,difficulty climbing stairs,back pain,fatigue,redness,warm joints,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,back pain,warm joints,muscle weakness,pain while walking,morning stiffness,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,redness,muscle weakness,morning stiffness,joint stiffness,joint swelling,warm joints,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,redness,joint swelling,morning stiffness,reduced movement,,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,difficulty climbing stairs,back pain,joint stiffness,pain while walking,joint pain,fatigue,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,pain while walking,difficulty climbing stairs,fatigue,reduced movement,,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,morning stiffness,redness,difficulty climbing stairs,pain while walking,,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,back pain,joint swelling,warm joints,fatigue,reduced movement,morning stiffness,redness,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,joint swelling,muscle weakness,morning stiffness,pain while walking,joint stiffness,reduced movement,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,morning stiffness,joint pain,reduced movement,joint swelling,difficulty climbing stairs,pain while walking,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,joint swelling,pain while walking,back pain,difficulty climbing stairs,muscle weakness,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,joint pain,reduced movement,muscle weakness,back pain,joint stiffness,joint swelling,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,reduced movement,joint pain,difficulty climbing stairs,morning stiffness,warm joints,pain while walking,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,muscle weakness,joint pain,back pain,warm joints,joint stiffness,morning stiffness,redness,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,difficulty climbing stairs,redness,pain while walking,morning stiffness,joint swelling,reduced movement,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,warm joints,pain while walking,joint stiffness,morning stiffness,redness,reduced movement,back pain,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,warm joints,difficulty climbing stairs,muscle weakness,pain while walking,joint pain,redness,joint stiffness,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,joint swelling,reduced movement,joint stiffness,morning stiffness,redness,pain while walking,fatigue,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,joint swelling,warm joints,pain while walking,joint stiffness,reduced movement,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,warm joints,joint stiffness,muscle weakness,pain while walking,morning stiffness,back pain,redness,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,back pain,fatigue,joint pain,reduced movement,pain while walking,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,pain while walking,difficulty climbing stairs,joint swelling,back pain,joint pain,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,joint pain,joint swelling,redness,back pain,fatigue,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,difficulty climbing stairs,back pain,redness,joint stiffness,,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,muscle weakness,pain while walking,difficulty climbing stairs,back pain,joint swelling,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,fatigue,pain while walking,joint swelling,back pain,redness,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,difficulty climbing stairs,back pain,warm joints,muscle weakness,joint stiffness,,,,,,,
